h3_origin,h3_dest,trips,origin_zone,dest_zone
89ce8c0f643ffff,89ce8c0f26bffff,0.8499,48.0,31.0
89ce8c0f68bffff,89ce8c0f263ffff,1.0244,48.0,31.0
89ce8c0f68bffff,89ce8c0f27bffff,0.8438,48.0,31.0
89ce8c0f68bffff,89ce8c0f24fffff,0.287,48.0,31.0
89ce8c0f68bffff,89ce8c0f26bffff,0.8229,48.0,31.0
89ce8c0f603ffff,89ce8c0f263ffff,2.2864,48.0,31.0
89ce8c0f603ffff,89ce8c0f27bffff,1.8832,48.0,31.0
89ce8c0f603ffff,89ce8c0f24fffff,0.6405,48.0,31.0
89ce8c0f603ffff,89ce8c0f26bffff,1.8366,48.0,31.0
89ce8c0f6cbffff,89ce8c0f263ffff,2.6163,48.0,31.0
89ce8c0f6cbffff,89ce8c0f27bffff,2.1549,48.0,31.0
89ce8c0f6cbffff,89ce8c0f24fffff,0.733,48.0,31.0
89ce8c0f6cbffff,89ce8c0f26bffff,2.1016,48.0,31.0
89ce8c0f61bffff,89ce8c0f263ffff,1.0457,48.0,31.0
89ce8c0f61bffff,89ce8c0f27bffff,0.8612,48.0,31.0
89ce8c0f61bffff,89ce8c0f24fffff,0.2929,48.0,31.0
89ce8c0f61bffff,89ce8c0f26bffff,0.8399,48.0,31.0
89ce8c0f647ffff,89ce8c0f263ffff,1.0382,48.0,31.0
89ce8c0f647ffff,89ce8c0f27bffff,0.8551,48.0,31.0
89ce8c0f647ffff,89ce8c0f24fffff,0.2908,48.0,31.0
89ce8c0f647ffff,89ce8c0f26bffff,0.8339,48.0,31.0
89ce8c0f6d7ffff,89ce8c0f263ffff,0.2098,48.0,31.0
89ce8c0f6d7ffff,89ce8c0f27bffff,0.1728,48.0,31.0
89ce8c0f6d7ffff,89ce8c0f24fffff,0.0588,48.0,31.0
89ce8c0f6d7ffff,89ce8c0f26bffff,0.1685,48.0,31.0
89ce8c0f653ffff,89ce8c0f263ffff,1.043,48.0,31.0
89ce8c0f653ffff,89ce8c0f27bffff,0.8591,48.0,31.0
89ce8c0f653ffff,89ce8c0f24fffff,0.2922,48.0,31.0
89ce8c0f653ffff,89ce8c0f26bffff,0.8378,48.0,31.0
89ce8c0f6c3ffff,89ce8c0f263ffff,1.0526,48.0,31.0
89ce8c0f6c3ffff,89ce8c0f27bffff,0.8669,48.0,31.0
89ce8c0f6c3ffff,89ce8c0f24fffff,0.2949,48.0,31.0
89ce8c0f6c3ffff,89ce8c0f26bffff,0.8455,48.0,31.0
89ce8c0f60bffff,89ce8c0f263ffff,1.5704,48.0,31.0
89ce8c0f60bffff,89ce8c0f27bffff,1.2934,48.0,31.0
89ce8c0f60bffff,89ce8c0f24fffff,0.4399,48.0,31.0
89ce8c0f60bffff,89ce8c0f26bffff,1.2614,48.0,31.0
89ce8c0ab27ffff,89ce8c0f263ffff,4.4429,48.0,31.0
89ce8c0ab27ffff,89ce8c0f27bffff,3.6593,48.0,31.0
89ce8c0ab27ffff,89ce8c0f24fffff,1.2447,48.0,31.0
89ce8c0ab27ffff,89ce8c0f26bffff,3.5688,48.0,31.0
89ce8c0f613ffff,89ce8c0f263ffff,0.7331,48.0,31.0
89ce8c0f613ffff,89ce8c0f27bffff,0.6038,48.0,31.0
89ce8c0f613ffff,89ce8c0f24fffff,0.2054,48.0,31.0
89ce8c0f613ffff,89ce8c0f26bffff,0.5889,48.0,31.0
89ce8c0f65bffff,89ce8c0f263ffff,1.5762,48.0,31.0
89ce8c0f65bffff,89ce8c0f27bffff,1.2982,48.0,31.0
89ce8c0f65bffff,89ce8c0f24fffff,0.4416,48.0,31.0
89ce8c0f65bffff,89ce8c0f26bffff,1.2661,48.0,31.0
89ce8c0f6c7ffff,89ce8c0f263ffff,1.0547,48.0,31.0
89ce8c0f6c7ffff,89ce8c0f27bffff,0.8687,48.0,31.0
89ce8c0f6c7ffff,89ce8c0f24fffff,0.2955,48.0,31.0
89ce8c0f6c7ffff,89ce8c0f26bffff,0.8472,48.0,31.0
89ce8c0f64fffff,89ce8c0f36bffff,0.1036,48.0,34.0
89ce8c0f64fffff,89ce8c0d497ffff,0.2072,48.0,34.0
89ce8c0f64fffff,89ce8c0d4a3ffff,1.6184,48.0,34.0
89ce8c0f64fffff,89ce8c0d4b3ffff,2.2817,48.0,34.0
89ce8c0f64fffff,89ce8c0d4b7ffff,1.0978,48.0,34.0
89ce8c0f64fffff,89ce8c0d487ffff,1.5846,48.0,34.0
89ce8c0f64fffff,89ce8c0f35bffff,0.0498,48.0,34.0
89ce8c0f64fffff,89ce8c0f37bffff,0.1133,48.0,34.0
89ce8c0f64fffff,89ce8c0f34fffff,1.6244,48.0,34.0
89ce8c0f64fffff,89ce8c0f34bffff,0.3608,48.0,34.0
89ce8c0f6cfffff,89ce8c0f36bffff,0.0532,48.0,34.0
89ce8c0f6cfffff,89ce8c0d497ffff,0.1064,48.0,34.0
89ce8c0f6cfffff,89ce8c0d4a3ffff,0.8314,48.0,34.0
89ce8c0f6cfffff,89ce8c0d4b3ffff,1.1722,48.0,34.0
89ce8c0f6cfffff,89ce8c0d4b7ffff,0.564,48.0,34.0
89ce8c0f6cfffff,89ce8c0d487ffff,0.8141,48.0,34.0
89ce8c0f6cfffff,89ce8c0f35bffff,0.0256,48.0,34.0
89ce8c0f6cfffff,89ce8c0f37bffff,0.0582,48.0,34.0
89ce8c0f6cfffff,89ce8c0f34fffff,0.8345,48.0,34.0
89ce8c0f6cfffff,89ce8c0f34bffff,0.1853,48.0,34.0
89ce8c0f657ffff,89ce8c0f36bffff,0.0539,48.0,34.0
89ce8c0f657ffff,89ce8c0d497ffff,0.1079,48.0,34.0
89ce8c0f657ffff,89ce8c0d4a3ffff,0.8426,48.0,34.0
89ce8c0f657ffff,89ce8c0d4b3ffff,1.188,48.0,34.0
89ce8c0f657ffff,89ce8c0d4b7ffff,0.5716,48.0,34.0
89ce8c0f657ffff,89ce8c0d487ffff,0.8251,48.0,34.0
89ce8c0f657ffff,89ce8c0f35bffff,0.0259,48.0,34.0
89ce8c0f657ffff,89ce8c0f37bffff,0.059,48.0,34.0
89ce8c0f657ffff,89ce8c0f34fffff,0.8458,48.0,34.0
89ce8c0f657ffff,89ce8c0f34bffff,0.1878,48.0,34.0
89ce8c0f643ffff,89ce8c0f36bffff,0.0539,48.0,34.0
89ce8c0f643ffff,89ce8c0d497ffff,0.1078,48.0,34.0
89ce8c0f643ffff,89ce8c0d4a3ffff,0.8422,48.0,34.0
89ce8c0f643ffff,89ce8c0d4b3ffff,1.1874,48.0,34.0
89ce8c0f643ffff,89ce8c0d4b7ffff,0.5713,48.0,34.0
89ce8c0f643ffff,89ce8c0d487ffff,0.8246,48.0,34.0
89ce8c0f643ffff,89ce8c0f35bffff,0.0259,48.0,34.0
89ce8c0f643ffff,89ce8c0f37bffff,0.0589,48.0,34.0
89ce8c0f643ffff,89ce8c0f34fffff,0.8453,48.0,34.0
89ce8c0f643ffff,89ce8c0f34bffff,0.1877,48.0,34.0
89ce8c0f68bffff,89ce8c0f36bffff,0.0522,48.0,34.0
89ce8c0f68bffff,89ce8c0d497ffff,0.1044,48.0,34.0
89ce8c0f68bffff,89ce8c0d4a3ffff,0.8155,48.0,34.0
89ce8c0f68bffff,89ce8c0d4b3ffff,1.1497,48.0,34.0
89ce8c0f68bffff,89ce8c0d4b7ffff,0.5532,48.0,34.0
89ce8c0f68bffff,89ce8c0d487ffff,0.7985,48.0,34.0
89ce8c0f68bffff,89ce8c0f35bffff,0.0251,48.0,34.0
89ce8c0f68bffff,89ce8c0f37bffff,0.0571,48.0,34.0
89ce8c0f68bffff,89ce8c0f34fffff,0.8185,48.0,34.0
89ce8c0f68bffff,89ce8c0f34bffff,0.1818,48.0,34.0
89ce8c0f603ffff,89ce8c0f36bffff,0.1165,48.0,34.0
89ce8c0f603ffff,89ce8c0d497ffff,0.233,48.0,34.0
89ce8c0f603ffff,89ce8c0d4a3ffff,1.82,48.0,34.0
89ce8c0f603ffff,89ce8c0f36fffff,0.0108,48.0,34.0
89ce8c0f603ffff,89ce8c0d4b3ffff,2.566,48.0,34.0
89ce8c0f603ffff,89ce8c0d4b7ffff,1.2346,48.0,34.0
89ce8c0f603ffff,89ce8c0d487ffff,1.7821,48.0,34.0
89ce8c0f603ffff,89ce8c0f35bffff,0.056,48.0,34.0
89ce8c0f603ffff,89ce8c0f37bffff,0.1274,48.0,34.0
89ce8c0f603ffff,89ce8c0f34fffff,1.8268,48.0,34.0
89ce8c0f603ffff,89ce8c0f34bffff,0.4057,48.0,34.0
89ce8c0f6cbffff,89ce8c0f36bffff,0.1333,48.0,34.0
89ce8c0f6cbffff,89ce8c0d497ffff,0.2666,48.0,34.0
89ce8c0f6cbffff,89ce8c0d4a3ffff,2.0826,48.0,34.0
89ce8c0f6cbffff,89ce8c0f36fffff,0.0124,48.0,34.0
89ce8c0f6cbffff,89ce8c0d4b3ffff,2.9363,48.0,34.0
89ce8c0f6cbffff,89ce8c0d4b7ffff,1.4127,48.0,34.0
89ce8c0f6cbffff,89ce8c0d487ffff,2.0392,48.0,34.0
89ce8c0f6cbffff,89ce8c0f35bffff,0.0641,48.0,34.0
89ce8c0f6cbffff,89ce8c0f37bffff,0.1457,48.0,34.0
89ce8c0f6cbffff,89ce8c0f34fffff,2.0904,48.0,34.0
89ce8c0f6cbffff,89ce8c0f34bffff,0.4643,48.0,34.0
89ce8c0f61bffff,89ce8c0f36bffff,0.0533,48.0,34.0
89ce8c0f61bffff,89ce8c0d497ffff,0.1066,48.0,34.0
89ce8c0f61bffff,89ce8c0d4a3ffff,0.8324,48.0,34.0
89ce8c0f61bffff,89ce8c0d4b3ffff,1.1735,48.0,34.0
89ce8c0f61bffff,89ce8c0d4b7ffff,0.5646,48.0,34.0
89ce8c0f61bffff,89ce8c0d487ffff,0.815,48.0,34.0
89ce8c0f61bffff,89ce8c0f35bffff,0.0256,48.0,34.0
89ce8c0f61bffff,89ce8c0f37bffff,0.0583,48.0,34.0
89ce8c0f61bffff,89ce8c0f34fffff,0.8355,48.0,34.0
89ce8c0f61bffff,89ce8c0f34bffff,0.1855,48.0,34.0
89ce8c0f647ffff,89ce8c0f36bffff,0.0529,48.0,34.0
89ce8c0f647ffff,89ce8c0d497ffff,0.1058,48.0,34.0
89ce8c0f647ffff,89ce8c0d4a3ffff,0.8264,48.0,34.0
89ce8c0f647ffff,89ce8c0d4b3ffff,1.1652,48.0,34.0
89ce8c0f647ffff,89ce8c0d4b7ffff,0.5606,48.0,34.0
89ce8c0f647ffff,89ce8c0d487ffff,0.8092,48.0,34.0
89ce8c0f647ffff,89ce8c0f35bffff,0.0254,48.0,34.0
89ce8c0f647ffff,89ce8c0f37bffff,0.0578,48.0,34.0
89ce8c0f647ffff,89ce8c0f34fffff,0.8295,48.0,34.0
89ce8c0f647ffff,89ce8c0f34bffff,0.1842,48.0,34.0
89ce8c0f6d7ffff,89ce8c0f36bffff,0.0107,48.0,34.0
89ce8c0f6d7ffff,89ce8c0d497ffff,0.0214,48.0,34.0
89ce8c0f6d7ffff,89ce8c0d4a3ffff,0.167,48.0,34.0
89ce8c0f6d7ffff,89ce8c0d4b3ffff,0.2354,48.0,34.0
89ce8c0f6d7ffff,89ce8c0d4b7ffff,0.1133,48.0,34.0
89ce8c0f6d7ffff,89ce8c0d487ffff,0.1635,48.0,34.0
89ce8c0f6d7ffff,89ce8c0f37bffff,0.0117,48.0,34.0
89ce8c0f6d7ffff,89ce8c0f34fffff,0.1676,48.0,34.0
89ce8c0f6d7ffff,89ce8c0f34bffff,0.0372,48.0,34.0
89ce8c0f653ffff,89ce8c0f36bffff,0.0531,48.0,34.0
89ce8c0f653ffff,89ce8c0d497ffff,0.1063,48.0,34.0
89ce8c0f653ffff,89ce8c0d4a3ffff,0.8303,48.0,34.0
89ce8c0f653ffff,89ce8c0d4b3ffff,1.1706,48.0,34.0
89ce8c0f653ffff,89ce8c0d4b7ffff,0.5632,48.0,34.0
89ce8c0f653ffff,89ce8c0d487ffff,0.813,48.0,34.0
89ce8c0f653ffff,89ce8c0f35bffff,0.0255,48.0,34.0
89ce8c0f653ffff,89ce8c0f37bffff,0.0581,48.0,34.0
89ce8c0f653ffff,89ce8c0f34fffff,0.8334,48.0,34.0
89ce8c0f653ffff,89ce8c0f34bffff,0.1851,48.0,34.0
89ce8c0f6c3ffff,89ce8c0f36bffff,0.0536,48.0,34.0
89ce8c0f6c3ffff,89ce8c0d497ffff,0.1073,48.0,34.0
89ce8c0f6c3ffff,89ce8c0d4a3ffff,0.8379,48.0,34.0
89ce8c0f6c3ffff,89ce8c0d4b3ffff,1.1813,48.0,34.0
89ce8c0f6c3ffff,89ce8c0d4b7ffff,0.5684,48.0,34.0
89ce8c0f6c3ffff,89ce8c0d487ffff,0.8204,48.0,34.0
89ce8c0f6c3ffff,89ce8c0f35bffff,0.0258,48.0,34.0
89ce8c0f6c3ffff,89ce8c0f37bffff,0.0586,48.0,34.0
89ce8c0f6c3ffff,89ce8c0f34fffff,0.841,48.0,34.0
89ce8c0f6c3ffff,89ce8c0f34bffff,0.1868,48.0,34.0
89ce8c0f60bffff,89ce8c0f36bffff,0.08,48.0,34.0
89ce8c0f60bffff,89ce8c0d497ffff,0.16,48.0,34.0
89ce8c0f60bffff,89ce8c0d4a3ffff,1.25,48.0,34.0
89ce8c0f60bffff,89ce8c0d4b3ffff,1.7624,48.0,34.0
89ce8c0f60bffff,89ce8c0d4b7ffff,0.8479,48.0,34.0
89ce8c0f60bffff,89ce8c0d487ffff,1.224,48.0,34.0
89ce8c0f60bffff,89ce8c0f35bffff,0.0385,48.0,34.0
89ce8c0f60bffff,89ce8c0f37bffff,0.0875,48.0,34.0
89ce8c0f60bffff,89ce8c0f34fffff,1.2547,48.0,34.0
89ce8c0f60bffff,89ce8c0f34bffff,0.2787,48.0,34.0
89ce8c0ab27ffff,89ce8c0f36bffff,0.2264,48.0,34.0
89ce8c0ab27ffff,89ce8c0d497ffff,0.4527,48.0,34.0
89ce8c0ab27ffff,89ce8c0d4a3ffff,3.5366,48.0,34.0
89ce8c0ab27ffff,89ce8c0f36fffff,0.021,48.0,34.0
89ce8c0ab27ffff,89ce8c0d4b3ffff,4.9863,48.0,34.0
89ce8c0ab27ffff,89ce8c0d4b7ffff,2.399,48.0,34.0
89ce8c0ab27ffff,89ce8c0d487ffff,3.4629,48.0,34.0
89ce8c0ab27ffff,89ce8c0f35bffff,0.1088,48.0,34.0
89ce8c0ab27ffff,89ce8c0f37bffff,0.2475,48.0,34.0
89ce8c0ab27ffff,89ce8c0f34fffff,3.5498,48.0,34.0
89ce8c0ab27ffff,89ce8c0f34bffff,0.7884,48.0,34.0
89ce8c0f613ffff,89ce8c0f36bffff,0.0374,48.0,34.0
89ce8c0f613ffff,89ce8c0d497ffff,0.0747,48.0,34.0
89ce8c0f613ffff,89ce8c0d4a3ffff,0.5836,48.0,34.0
89ce8c0f613ffff,89ce8c0d4b3ffff,0.8228,48.0,34.0
89ce8c0f613ffff,89ce8c0d4b7ffff,0.3958,48.0,34.0
89ce8c0f613ffff,89ce8c0d487ffff,0.5714,48.0,34.0
89ce8c0f613ffff,89ce8c0f35bffff,0.018,48.0,34.0
89ce8c0f613ffff,89ce8c0f37bffff,0.0408,48.0,34.0
89ce8c0f613ffff,89ce8c0f34fffff,0.5857,48.0,34.0
89ce8c0f613ffff,89ce8c0f34bffff,0.1301,48.0,34.0
89ce8c0f65bffff,89ce8c0f36bffff,0.0803,48.0,34.0
89ce8c0f65bffff,89ce8c0d497ffff,0.1606,48.0,34.0
89ce8c0f65bffff,89ce8c0d4a3ffff,1.2546,48.0,34.0
89ce8c0f65bffff,89ce8c0d4b3ffff,1.7689,48.0,34.0
89ce8c0f65bffff,89ce8c0d4b7ffff,0.8511,48.0,34.0
89ce8c0f65bffff,89ce8c0d487ffff,1.2285,48.0,34.0
89ce8c0f65bffff,89ce8c0f35bffff,0.0386,48.0,34.0
89ce8c0f65bffff,89ce8c0f37bffff,0.0878,48.0,34.0
89ce8c0f65bffff,89ce8c0f34fffff,1.2593,48.0,34.0
89ce8c0f65bffff,89ce8c0f34bffff,0.2797,48.0,34.0
89ce8c0f6c7ffff,89ce8c0f36bffff,0.0537,48.0,34.0
89ce8c0f6c7ffff,89ce8c0d497ffff,0.1075,48.0,34.0
89ce8c0f6c7ffff,89ce8c0d4a3ffff,0.8396,48.0,34.0
89ce8c0f6c7ffff,89ce8c0d4b3ffff,1.1837,48.0,34.0
89ce8c0f6c7ffff,89ce8c0d4b7ffff,0.5695,48.0,34.0
89ce8c0f6c7ffff,89ce8c0d487ffff,0.8221,48.0,34.0
89ce8c0f6c7ffff,89ce8c0f35bffff,0.0258,48.0,34.0
89ce8c0f6c7ffff,89ce8c0f37bffff,0.0588,48.0,34.0
89ce8c0f6c7ffff,89ce8c0f34fffff,0.8427,48.0,34.0
89ce8c0f6c7ffff,89ce8c0f34bffff,0.1872,48.0,34.0
89ce8c0f64fffff,89ce8c0d407ffff,0.7728,48.0,35.0
89ce8c0f64fffff,89ce8c0d40bffff,0.102,48.0,35.0
89ce8c0f64fffff,89ce8c0d4c7ffff,0.0138,48.0,35.0
89ce8c0f64fffff,89ce8c0d4abffff,0.6035,48.0,35.0
89ce8c0f64fffff,89ce8c0d5d3ffff,0.015,48.0,35.0
89ce8c0f64fffff,89ce8c0d483ffff,0.1128,48.0,35.0
89ce8c0f64fffff,89ce8c0d477ffff,0.2391,48.0,35.0
89ce8c0f64fffff,89ce8c0d42bffff,0.0482,48.0,35.0
89ce8c0f64fffff,89ce8c0d48fffff,0.5203,48.0,35.0
89ce8c0f64fffff,89ce8c0d41bffff,0.0675,48.0,35.0
89ce8c0f64fffff,89ce8c0d433ffff,0.4183,48.0,35.0
89ce8c0f64fffff,89ce8c0d48bffff,0.0758,48.0,35.0
89ce8c0f64fffff,89ce8c0d413ffff,0.1459,48.0,35.0
89ce8c0f64fffff,89ce8c0d4a7ffff,0.0696,48.0,35.0
89ce8c0f64fffff,89ce8c0d473ffff,0.1225,48.0,35.0
89ce8c0f64fffff,89ce8c0d4afffff,0.0955,48.0,35.0
89ce8c0f64fffff,89ce8c0d417ffff,0.3125,48.0,35.0
89ce8c0f64fffff,89ce8c0d4bbffff,0.6284,48.0,35.0
89ce8c0f64fffff,89ce8c0d5dbffff,0.0231,48.0,35.0
89ce8c0f64fffff,89ce8c0d423ffff,0.1462,48.0,35.0
89ce8c0f64fffff,89ce8c0d437ffff,0.1204,48.0,35.0
89ce8c0f64fffff,89ce8c0d43bffff,0.2446,48.0,35.0
89ce8c0f64fffff,89ce8c0d403ffff,0.2409,48.0,35.0
89ce8c0f64fffff,89ce8c0d40fffff,0.4,48.0,35.0
89ce8c0f6cfffff,89ce8c0d407ffff,0.397,48.0,35.0
89ce8c0f6cfffff,89ce8c0d40bffff,0.0524,48.0,35.0
89ce8c0f6cfffff,89ce8c0d4abffff,0.31,48.0,35.0
89ce8c0f6cfffff,89ce8c0d483ffff,0.0579,48.0,35.0
89ce8c0f6cfffff,89ce8c0d477ffff,0.1228,48.0,35.0
89ce8c0f6cfffff,89ce8c0d42bffff,0.0248,48.0,35.0
89ce8c0f6cfffff,89ce8c0d48fffff,0.2673,48.0,35.0
89ce8c0f6cfffff,89ce8c0d41bffff,0.0347,48.0,35.0
89ce8c0f6cfffff,89ce8c0d433ffff,0.2149,48.0,35.0
89ce8c0f6cfffff,89ce8c0d48bffff,0.0389,48.0,35.0
89ce8c0f6cfffff,89ce8c0d413ffff,0.075,48.0,35.0
89ce8c0f6cfffff,89ce8c0d4a7ffff,0.0357,48.0,35.0
89ce8c0f6cfffff,89ce8c0d473ffff,0.0629,48.0,35.0
89ce8c0f6cfffff,89ce8c0d4afffff,0.0491,48.0,35.0
89ce8c0f6cfffff,89ce8c0d417ffff,0.1605,48.0,35.0
89ce8c0f6cfffff,89ce8c0d4bbffff,0.3228,48.0,35.0
89ce8c0f6cfffff,89ce8c0d5dbffff,0.0119,48.0,35.0
89ce8c0f6cfffff,89ce8c0d423ffff,0.0751,48.0,35.0
89ce8c0f6cfffff,89ce8c0d437ffff,0.0619,48.0,35.0
89ce8c0f6cfffff,89ce8c0d43bffff,0.1257,48.0,35.0
89ce8c0f6cfffff,89ce8c0d403ffff,0.1237,48.0,35.0
89ce8c0f6cfffff,89ce8c0d40fffff,0.2055,48.0,35.0
89ce8c0f657ffff,89ce8c0d407ffff,0.4024,48.0,35.0
89ce8c0f657ffff,89ce8c0d40bffff,0.0531,48.0,35.0
89ce8c0f657ffff,89ce8c0d4abffff,0.3142,48.0,35.0
89ce8c0f657ffff,89ce8c0d483ffff,0.0587,48.0,35.0
89ce8c0f657ffff,89ce8c0d477ffff,0.1245,48.0,35.0
89ce8c0f657ffff,89ce8c0d42bffff,0.0251,48.0,35.0
89ce8c0f657ffff,89ce8c0d48fffff,0.2709,48.0,35.0
89ce8c0f657ffff,89ce8c0d41bffff,0.0351,48.0,35.0
89ce8c0f657ffff,89ce8c0d433ffff,0.2178,48.0,35.0
89ce8c0f657ffff,89ce8c0d48bffff,0.0394,48.0,35.0
89ce8c0f657ffff,89ce8c0d413ffff,0.076,48.0,35.0
89ce8c0f657ffff,89ce8c0d4a7ffff,0.0362,48.0,35.0
89ce8c0f657ffff,89ce8c0d473ffff,0.0638,48.0,35.0
89ce8c0f657ffff,89ce8c0d4afffff,0.0497,48.0,35.0
89ce8c0f657ffff,89ce8c0d417ffff,0.1627,48.0,35.0
89ce8c0f657ffff,89ce8c0d4bbffff,0.3272,48.0,35.0
89ce8c0f657ffff,89ce8c0d5dbffff,0.012,48.0,35.0
89ce8c0f657ffff,89ce8c0d423ffff,0.0761,48.0,35.0
89ce8c0f657ffff,89ce8c0d437ffff,0.0627,48.0,35.0
89ce8c0f657ffff,89ce8c0d43bffff,0.1274,48.0,35.0
89ce8c0f657ffff,89ce8c0d403ffff,0.1254,48.0,35.0
89ce8c0f657ffff,89ce8c0d40fffff,0.2083,48.0,35.0
89ce8c0f643ffff,89ce8c0d407ffff,0.4022,48.0,35.0
89ce8c0f643ffff,89ce8c0d40bffff,0.0531,48.0,35.0
89ce8c0f643ffff,89ce8c0d4abffff,0.314,48.0,35.0
89ce8c0f643ffff,89ce8c0d483ffff,0.0587,48.0,35.0
89ce8c0f643ffff,89ce8c0d477ffff,0.1244,48.0,35.0
89ce8c0f643ffff,89ce8c0d42bffff,0.0251,48.0,35.0
89ce8c0f643ffff,89ce8c0d48fffff,0.2707,48.0,35.0
89ce8c0f643ffff,89ce8c0d41bffff,0.0351,48.0,35.0
89ce8c0f643ffff,89ce8c0d433ffff,0.2177,48.0,35.0
89ce8c0f643ffff,89ce8c0d48bffff,0.0394,48.0,35.0
89ce8c0f643ffff,89ce8c0d413ffff,0.0759,48.0,35.0
89ce8c0f643ffff,89ce8c0d4a7ffff,0.0362,48.0,35.0
89ce8c0f643ffff,89ce8c0d473ffff,0.0637,48.0,35.0
89ce8c0f643ffff,89ce8c0d4afffff,0.0497,48.0,35.0
89ce8c0f643ffff,89ce8c0d417ffff,0.1626,48.0,35.0
89ce8c0f643ffff,89ce8c0d4bbffff,0.327,48.0,35.0
89ce8c0f643ffff,89ce8c0d5dbffff,0.012,48.0,35.0
89ce8c0f643ffff,89ce8c0d423ffff,0.0761,48.0,35.0
89ce8c0f643ffff,89ce8c0d437ffff,0.0627,48.0,35.0
89ce8c0f643ffff,89ce8c0d43bffff,0.1273,48.0,35.0
89ce8c0f643ffff,89ce8c0d403ffff,0.1253,48.0,35.0
89ce8c0f643ffff,89ce8c0d40fffff,0.2082,48.0,35.0
89ce8c0f68bffff,89ce8c0d407ffff,0.3894,48.0,35.0
89ce8c0f68bffff,89ce8c0d40bffff,0.0514,48.0,35.0
89ce8c0f68bffff,89ce8c0d4abffff,0.3041,48.0,35.0
89ce8c0f68bffff,89ce8c0d483ffff,0.0568,48.0,35.0
89ce8c0f68bffff,89ce8c0d477ffff,0.1205,48.0,35.0
89ce8c0f68bffff,89ce8c0d42bffff,0.0243,48.0,35.0
89ce8c0f68bffff,89ce8c0d48fffff,0.2622,48.0,35.0
89ce8c0f68bffff,89ce8c0d41bffff,0.034,48.0,35.0
89ce8c0f68bffff,89ce8c0d433ffff,0.2108,48.0,35.0
89ce8c0f68bffff,89ce8c0d48bffff,0.0382,48.0,35.0
89ce8c0f68bffff,89ce8c0d413ffff,0.0735,48.0,35.0
89ce8c0f68bffff,89ce8c0d4a7ffff,0.0351,48.0,35.0
89ce8c0f68bffff,89ce8c0d473ffff,0.0617,48.0,35.0
89ce8c0f68bffff,89ce8c0d4afffff,0.0481,48.0,35.0
89ce8c0f68bffff,89ce8c0d417ffff,0.1575,48.0,35.0
89ce8c0f68bffff,89ce8c0d4bbffff,0.3166,48.0,35.0
89ce8c0f68bffff,89ce8c0d5dbffff,0.0117,48.0,35.0
89ce8c0f68bffff,89ce8c0d423ffff,0.0737,48.0,35.0
89ce8c0f68bffff,89ce8c0d437ffff,0.0607,48.0,35.0
89ce8c0f68bffff,89ce8c0d43bffff,0.1233,48.0,35.0
89ce8c0f68bffff,89ce8c0d403ffff,0.1214,48.0,35.0
89ce8c0f68bffff,89ce8c0d40fffff,0.2016,48.0,35.0
89ce8c0f603ffff,89ce8c0d407ffff,0.8691,48.0,35.0
89ce8c0f603ffff,89ce8c0d40bffff,0.1147,48.0,35.0
89ce8c0f603ffff,89ce8c0d4c7ffff,0.0156,48.0,35.0
89ce8c0f603ffff,89ce8c0d4abffff,0.6787,48.0,35.0
89ce8c0f603ffff,89ce8c0d5d3ffff,0.0168,48.0,35.0
89ce8c0f603ffff,89ce8c0d483ffff,0.1268,48.0,35.0
89ce8c0f603ffff,89ce8c0d477ffff,0.2689,48.0,35.0
89ce8c0f603ffff,89ce8c0d42bffff,0.0542,48.0,35.0
89ce8c0f603ffff,89ce8c0d48fffff,0.5851,48.0,35.0
89ce8c0f603ffff,89ce8c0d41bffff,0.0759,48.0,35.0
89ce8c0f603ffff,89ce8c0d433ffff,0.4705,48.0,35.0
89ce8c0f603ffff,89ce8c0d48bffff,0.0852,48.0,35.0
89ce8c0f603ffff,89ce8c0d413ffff,0.1641,48.0,35.0
89ce8c0f603ffff,89ce8c0d4a7ffff,0.0782,48.0,35.0
89ce8c0f603ffff,89ce8c0d473ffff,0.1377,48.0,35.0
89ce8c0f603ffff,89ce8c0d4afffff,0.1074,48.0,35.0
89ce8c0f603ffff,89ce8c0d417ffff,0.3514,48.0,35.0
89ce8c0f603ffff,89ce8c0d4bbffff,0.7066,48.0,35.0
89ce8c0f603ffff,89ce8c0d5dbffff,0.026,48.0,35.0
89ce8c0f603ffff,89ce8c0d423ffff,0.1645,48.0,35.0
89ce8c0f603ffff,89ce8c0d437ffff,0.1354,48.0,35.0
89ce8c0f603ffff,89ce8c0d43bffff,0.2751,48.0,35.0
89ce8c0f603ffff,89ce8c0d403ffff,0.2709,48.0,35.0
89ce8c0f603ffff,89ce8c0d40fffff,0.4498,48.0,35.0
89ce8c0f6cbffff,89ce8c0d407ffff,0.9945,48.0,35.0
89ce8c0f6cbffff,89ce8c0d40bffff,0.1312,48.0,35.0
89ce8c0f6cbffff,89ce8c0d4c7ffff,0.0178,48.0,35.0
89ce8c0f6cbffff,89ce8c0d4abffff,0.7766,48.0,35.0
89ce8c0f6cbffff,89ce8c0d5d3ffff,0.0193,48.0,35.0
89ce8c0f6cbffff,89ce8c0d483ffff,0.1451,48.0,35.0
89ce8c0f6cbffff,89ce8c0d477ffff,0.3077,48.0,35.0
89ce8c0f6cbffff,89ce8c0d42bffff,0.0621,48.0,35.0
89ce8c0f6cbffff,89ce8c0d48fffff,0.6695,48.0,35.0
